EMP_ID,POSITION_ID,GRADE_ID,POSITION_START_DATE,GRADE_START_DATE,POSITION_END_DATE,GRADE_END_DATE,CHANGE_REASON,GRADE_DURATION
E00360,POS002,G3,2021-07-01,2021-07-01,,,Early Promotion,1676
E00361,POS001,G1,2014-08-14,2014-08-14,2014-11-12,2014-11-12,Initial Assignment,90
E00362,POS001,G2,2018-04-30,2018-04-30,2020-12-31,2020-12-31,Initial Assignment,976
E00362,POS002,G3,2021-01-01,2021-01-01,,2023-06-30,Early Promotion,910
E00362,POS002,G4,2021-01-01,2023-07-01,,,Early Promotion,946
E00363,POS001,G1,2016-01-09,2016-01-09,2023-02-18,2021-12-31,Initial Assignment,2183
E00363,POS001,G2,2016-01-09,2022-01-01,2023-02-18,2023-02-18,Late Promotion,413
E00364,POS002,G3,2021-11-29,2021-11-29,,,Initial Assignment,1525
E00365,POS001,G1,2020-11-17,2020-11-17,,2023-12-31,Initial Assignment,1139
E00365,POS001,G2,2020-11-17,2024-01-01,,,Normal Promotion,762
E00366,POS001,G1,2021-05-20,2021-05-20,,2023-06-30,Initial Assignment,771
E00366,POS001,G2,2021-05-20,2023-07-01,,,Early Promotion,946
E00367,POS001,G1,2014-05-26,2014-05-26,2024-12-31,2020-12-31,Initial Assignment,2411
E00367,POS001,G2,2014-05-26,2021-01-01,2024-12-31,2024-12-31,Late Promotion,1460
E00367,POS002,G3,2025-01-01,2025-01-01,,,Normal Promotion,396
E00368,POS001,G2,2017-05-16,2017-05-16,2022-06-30,2022-06-30,Initial Assignment,1871
E00368,POS002,G3,2022-07-01,2022-07-01,,2025-06-30,Normal Promotion,1095
E00368,POS002,G4,2022-07-01,2025-07-01,,,Early Promotion,215
E00369,POS002,G3,2025-02-13,2025-02-13,,,Initial Assignment,353
E00370,POS002,G3,2021-09-29,2021-09-29,2022-03-12,2022-03-12,Initial Assignment,164
E00371,POS001,G2,2014-02-05,2014-02-05,2016-12-31,2016-12-31,Initial Assignment,1060
E00371,POS002,G3,2017-01-01,2017-01-01,2018-11-27,2018-11-27,Early Promotion,695
E00372,POS001,G1,2011-08-15,2011-08-15,2024-12-31,2018-06-30,Initial Assignment,2511
E00372,POS001,G2,2011-08-15,2018-07-01,2024-12-31,2024-12-31,Late Promotion,2375
E00372,POS002,G3,2025-01-01,2025-01-01,2025-10-26,2025-10-26,Late Promotion,298
E00373,POS001,G1,2018-11-07,2018-11-07,2021-04-28,2021-04-28,Initial Assignment,903
E00374,POS001,G1,2017-10-27,2017-10-27,2024-12-31,2021-12-31,Initial Assignment,1526
E00374,POS001,G2,2017-10-27,2022-01-01,2024-12-31,2024-12-31,Normal Promotion,1095
E00374,POS002,G3,2025-01-01,2025-01-01,,,Early Promotion,396
E00375,POS002,G4,2013-04-09,2013-04-09,2019-06-30,2019-06-30,Initial Assignment,2273
E00375,POS003,G5,2019-07-01,2019-07-01,2022-11-13,2021-12-31,Late Promotion,914
E00375,POS003,G6,2019-07-01,2022-01-01,2022-11-13,2022-11-13,Early Promotion,316
E00376,POS002,G3,2016-05-18,2016-05-18,2023-12-31,2018-12-31,Initial Assignment,957
E00376,POS002,G4,2016-05-18,2019-01-01,2023-12-31,2023-12-31,Early Promotion,1825
E00376,POS003,G5,2024-01-01,2024-01-01,2025-10-30,2025-10-30,Normal Promotion,668
E00377,POS002,G4,2025-06-12,2025-06-12,,,Initial Assignment,234
E00378,POS001,G1,2017-02-26,2017-02-26,2018-05-27,2018-05-27,Initial Assignment,455
E00379,POS001,G1,2021-12-01,2021-12-01,,2025-12-31,Initial Assignment,1491
E00379,POS001,G2,2021-12-01,2026-01-01,,,Normal Promotion,31
E00380,POS001,G1,2018-01-05,2018-01-05,2020-05-26,2020-05-26,Initial Assignment,872
E00381,POS001,G1,2016-07-10,2016-07-10,2022-08-20,2021-06-30,Initial Assignment,1816
E00381,POS001,G2,2016-07-10,2021-07-01,2022-08-20,2022-08-20,Normal Promotion,415
E00382,POS002,G3,2017-06-20,2017-06-20,,2021-06-30,Initial Assignment,1471
E00382,POS002,G4,2017-06-20,2021-07-01,,,Normal Promotion,1676
E00383,POS002,G3,2025-09-12,2025-09-12,,,Initial Assignment,142
E00384,POS001,G1,2011-06-22,2011-06-22,2023-06-30,2017-06-30,Initial Assignment,2200
E00384,POS001,G2,2011-06-22,2017-07-01,2023-06-30,2023-06-30,Late Promotion,2190
E00384,POS002,G3,2023-07-01,2023-07-01,,,Late Promotion,946
E00385,POS002,G3,2025-11-01,2025-11-01,,,Initial Assignment,92
E00386,POS001,G2,2022-01-03,2022-01-03,,,Initial Assignment,1490
E00387,POS002,G3,2021-06-02,2021-06-02,2025-06-10,2025-06-10,Initial Assignment,1469
E00388,POS001,G1,2016-11-28,2016-11-28,2025-04-21,2020-06-30,Initial Assignment,1310
E00388,POS001,G2,2016-11-28,2020-07-01,2025-04-21,2025-04-21,Normal Promotion,1755
E00389,POS001,G2,2025-06-27,2025-06-27,,,Initial Assignment,219
E00390,POS001,G2,2016-07-05,2016-07-05,2019-12-31,2019-12-31,Initial Assignment,1274
E00390,POS002,G3,2020-01-01,2020-01-01,,2022-06-30,Normal Promotion,911
E00390,POS002,G4,2020-01-01,2022-07-01,,,Early Promotion,1311
E00391,POS001,G2,2019-04-22,2019-04-22,2021-12-31,2021-12-31,Initial Assignment,984
E00391,POS002,G3,2022-01-01,2022-01-01,,2024-12-31,Early Promotion,1095
E00391,POS002,G4,2022-01-01,2025-01-01,,,Normal Promotion,396
E00392,POS001,G1,2019-02-11,2019-02-11,2024-01-28,2024-01-28,Initial Assignment,1812
E00393,POS001,G1,2025-03-11,2025-03-11,,,Initial Assignment,327
E00394,POS001,G1,2016-08-15,2016-08-15,2025-06-30,2020-06-30,Initial Assignment,1415
E00394,POS001,G2,2016-08-15,2020-07-01,2025-06-30,2025-06-30,Normal Promotion,1825
E00394,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00395,POS001,G1,2022-10-25,2022-10-25,,,Initial Assignment,1195
E00396,POS002,G4,2018-07-10,2018-07-10,2020-12-31,2020-12-31,Initial Assignment,905
E00396,POS003,G5,2021-01-01,2021-01-01,,2025-12-31,Early Promotion,1825
E00396,POS003,G6,2021-01-01,2026-01-01,,,Normal Promotion,31
E00397,POS002,G4,2024-05-16,2024-05-16,,,Initial Assignment,626
E00398,POS001,G1,2012-04-06,2012-04-06,2013-12-17,2013-12-17,Initial Assignment,620
E00399,POS001,G1,2013-11-09,2013-11-09,2017-05-21,2016-06-30,Initial Assignment,964
E00399,POS001,G2,2013-11-09,2016-07-01,2017-05-21,2017-05-21,Early Promotion,324
E00400,POS001,G1,2013-06-24,2013-06-24,2014-02-03,2014-02-03,Initial Assignment,224
E00401,POS001,G2,2016-04-16,2016-04-16,2021-07-09,2021-07-09,Initial Assignment,1910
E00402,POS001,G2,2016-07-30,2016-07-30,2018-12-31,2018-12-31,Initial Assignment,884
E00402,POS002,G3,2019-01-01,2019-01-01,,2022-06-30,Early Promotion,1276
E00402,POS002,G4,2019-01-01,2022-07-01,,,Normal Promotion,1311
E00403,POS001,G1,2011-04-30,2011-04-30,2018-11-06,2014-06-30,Initial Assignment,1157
E00403,POS001,G2,2011-04-30,2014-07-01,2018-11-06,2018-11-06,Normal Promotion,1589
E00404,POS002,G4,2024-03-21,2024-03-21,,,Initial Assignment,682
E00405,POS001,G1,2024-05-09,2024-05-09,,,Initial Assignment,633
E00406,POS002,G4,2019-03-12,2019-03-12,2023-06-30,2023-06-30,Initial Assignment,1571
E00406,POS003,G5,2023-07-01,2023-07-01,,,Normal Promotion,946
E00407,POS001,G1,2014-08-02,2014-08-02,2015-07-08,2015-07-08,Initial Assignment,340
E00408,POS002,G4,2019-12-24,2019-12-24,2021-01-15,2021-01-15,Initial Assignment,388
E00409,POS003,G5,2021-05-28,2021-05-28,,2024-12-31,Initial Assignment,1313
E00409,POS003,G6,2021-05-28,2025-01-01,,,Normal Promotion,396
E00410,POS002,G3,2017-01-29,2017-01-29,2017-12-25,2017-12-25,Initial Assignment,330
E00411,POS002,G3,2016-05-29,2016-05-29,2017-02-05,2017-02-05,Initial Assignment,252
E00412,POS002,G3,2017-08-21,2017-08-21,,2020-06-30,Initial Assignment,1044
E00412,POS002,G4,2017-08-21,2020-07-01,,,Early Promotion,2041
E00413,POS001,G1,2018-02-06,2018-02-06,,2021-12-31,Initial Assignment,1424
E00413,POS001,G2,2018-02-06,2022-01-01,,,Normal Promotion,1492
E00414,POS001,G2,2023-04-17,2023-04-17,,,Initial Assignment,1021
E00415,POS002,G3,2017-10-29,2017-10-29,2024-12-31,2021-12-31,Initial Assignment,1524
E00415,POS002,G4,2017-10-29,2022-01-01,2024-12-31,2024-12-31,Normal Promotion,1095
E00415,POS003,G5,2025-01-01,2025-01-01,,,Early Promotion,396
E00416,POS001,G2,2016-09-23,2016-09-23,2018-10-22,2018-10-22,Initial Assignment,759
E00417,POS002,G3,2020-02-01,2020-02-01,2022-12-28,2022-12-28,Initial Assignment,1061
E00418,POS001,G2,2024-08-02,2024-08-02,,,Initial Assignment,548
E00419,POS001,G2,2024-08-05,2024-08-05,,,Initial Assignment,545
E00420,POS001,G2,2019-07-21,2019-07-21,2023-06-30,2023-06-30,Initial Assignment,1440
E00420,POS002,G3,2023-07-01,2023-07-01,,,Normal Promotion,946
E00421,POS001,G1,2019-07-06,2019-07-06,,2025-06-30,Initial Assignment,2186
E00421,POS001,G2,2019-07-06,2025-07-01,,,Late Promotion,215
E00422,POS001,G1,2011-04-06,2011-04-06,2017-12-31,2013-06-30,Initial Assignment,816
E00422,POS001,G2,2011-04-06,2013-07-01,2017-12-31,2017-12-31,Early Promotion,1644
E00422,POS002,G3,2018-01-01,2018-01-01,2023-11-10,2020-06-30,Normal Promotion,911
E00422,POS002,G4,2018-01-01,2020-07-01,2023-11-10,2023-11-10,Early Promotion,1227
E00423,POS001,G1,2011-09-25,2011-09-25,2013-05-24,2013-05-24,Initial Assignment,607
E00424,POS001,G1,2014-03-20,2014-03-20,2019-05-27,2019-05-27,Initial Assignment,1894
E00425,POS001,G2,2024-01-19,2024-01-19,2024-11-08,2024-11-08,Initial Assignment,294
E00426,POS001,G1,2011-10-23,2011-10-23,2021-01-12,2017-12-31,Initial Assignment,2261
E00426,POS001,G2,2011-10-23,2018-01-01,2021-01-12,2021-01-12,Late Promotion,1107
E00427,POS002,G3,2013-06-28,2013-06-28,2022-04-10,2018-06-30,Initial Assignment,1828
E00427,POS002,G4,2013-06-28,2018-07-01,2022-04-10,2022-04-10,Normal Promotion,1379
E00428,POS001,G2,2024-06-22,2024-06-22,,,Initial Assignment,589
E00429,POS001,G1,2020-02-21,2020-02-21,2025-04-12,2024-06-30,Initial Assignment,1591
E00429,POS001,G2,2020-02-21,2024-07-01,2025-04-12,2025-04-12,Normal Promotion,285
E00430,POS001,G1,2021-11-15,2021-11-15,2025-06-27,2025-06-27,Initial Assignment,1320
E00431,POS001,G2,2011-04-08,2011-04-08,2016-12-31,2016-12-31,Initial Assignment,2094
E00431,POS002,G3,2017-01-01,2017-01-01,2020-06-02,2020-06-02,Late Promotion,1248
E00432,POS001,G2,2025-09-28,2025-09-28,,,Initial Assignment,126
E00433,POS002,G3,2023-10-11,2023-10-11,,2025-12-31,Initial Assignment,812
E00433,POS002,G4,2023-10-11,2026-01-01,,,Early Promotion,31
E00434,POS002,G3,2015-07-25,2015-07-25,2020-07-01,2020-07-01,Initial Assignment,1803
E00435,POS001,G2,2012-02-26,2012-02-26,2014-12-31,2014-12-31,Initial Assignment,1039
E00435,POS002,G3,2015-01-01,2015-01-01,2019-05-01,2019-05-01,Early Promotion,1581
E00436,POS001,G1,2018-12-09,2018-12-09,,2023-06-30,Initial Assignment,1664
E00436,POS001,G2,2018-12-09,2023-07-01,,,Normal Promotion,946
E00437,POS001,G2,2014-12-17,2014-12-17,2015-03-26,2015-03-26,Initial Assignment,99
E00438,POS001,G1,2020-02-05,2020-02-05,,2024-06-30,Initial Assignment,1607
E00438,POS001,G2,2020-02-05,2024-07-01,,,Normal Promotion,580
E00439,POS002,G3,2016-06-01,2016-06-01,2024-06-30,2018-12-31,Initial Assignment,943
E00439,POS002,G4,2016-06-01,2019-01-01,2024-06-30,2024-06-30,Early Promotion,2007
E00439,POS003,G5,2024-07-01,2024-07-01,,,Normal Promotion,580
E00440,POS001,G1,2013-07-27,2013-07-27,2022-05-21,2020-06-30,Initial Assignment,2530
E00440,POS001,G2,2013-07-27,2020-07-01,2022-05-21,2022-05-21,Late Promotion,689
E00441,POS002,G4,2023-02-06,2023-02-06,2023-11-05,2023-11-05,Initial Assignment,272
E00442,POS001,G2,2019-12-24,2019-12-24,2021-12-31,2021-12-31,Initial Assignment,738
E00442,POS002,G3,2022-01-01,2022-01-01,,2025-06-30,Early Promotion,1276
E00442,POS002,G4,2022-01-01,2025-07-01,,,Normal Promotion,215
E00443,POS001,G1,2011-10-22,2011-10-22,2023-11-19,2018-06-30,Initial Assignment,2443
E00443,POS001,G2,2011-10-22,2018-07-01,2023-11-19,2023-11-19,Late Promotion,1967
E00444,POS002,G3,2019-09-30,2019-09-30,2019-11-23,2019-11-23,Initial Assignment,54
E00445,POS001,G2,2024-10-09,2024-10-09,,,Initial Assignment,480
E00446,POS002,G4,2020-08-16,2020-08-16,2025-12-31,2025-12-31,Initial Assignment,1963
E00446,POS003,G5,2026-01-01,2026-01-01,,,Normal Promotion,31
E00447,POS001,G2,2021-12-01,2021-12-01,,,Initial Assignment,1523
E00448,POS001,G2,2022-04-04,2022-04-04,2024-12-31,2024-12-31,Initial Assignment,1002
E00448,POS002,G3,2025-01-01,2025-01-01,,,Early Promotion,396
E00449,POS001,G1,2020-05-07,2020-05-07,2021-02-20,2021-02-20,Initial Assignment,289
E00450,POS001,G1,2019-09-13,2019-09-13,2020-04-16,2020-04-16,Initial Assignment,216
E00451,POS001,G1,2014-10-24,2014-10-24,,2021-06-30,Initial Assignment,2441
E00451,POS001,G2,2014-10-24,2021-07-01,,,Late Promotion,1676
E00452,POS001,G2,2017-03-02,2017-03-02,2023-06-30,2023-06-30,Initial Assignment,2311
E00452,POS002,G3,2023-07-01,2023-07-01,2025-02-08,2025-02-08,Late Promotion,588
E00453,POS001,G1,2015-04-05,2015-04-05,2024-11-07,2019-12-31,Initial Assignment,1731
E00453,POS001,G2,2015-04-05,2020-01-01,2024-11-07,2024-11-07,Normal Promotion,1772
E00454,POS002,G3,2022-12-18,2022-12-18,,,Initial Assignment,1141
E00455,POS002,G3,2020-08-28,2020-08-28,2021-02-22,2021-02-22,Initial Assignment,178
E00456,POS001,G2,2022-04-24,2022-04-24,,,Initial Assignment,1379
E00457,POS002,G3,2012-10-08,2012-10-08,2020-11-15,2016-06-30,Initial Assignment,1361
E00457,POS002,G4,2012-10-08,2016-07-01,2020-11-15,2020-11-15,Normal Promotion,1598
E00458,POS001,G2,2021-05-27,2021-05-27,,,Initial Assignment,1711
E00459,POS002,G3,2019-05-21,2019-05-21,2025-02-07,2021-12-31,Initial Assignment,955
E00459,POS002,G4,2019-05-21,2022-01-01,2025-02-07,2025-02-07,Early Promotion,1133
E00460,POS001,G2,2014-04-26,2014-04-26,2016-10-11,2016-10-11,Initial Assignment,899
E00461,POS002,G3,2019-10-12,2019-10-12,2023-02-10,2023-02-10,Initial Assignment,1217
E00462,POS001,G2,2015-03-07,2015-03-07,2019-12-31,2019-12-31,Initial Assignment,1760
E00462,POS002,G3,2020-01-01,2020-01-01,2024-02-01,2024-02-01,Normal Promotion,1492
E00463,POS001,G2,2015-11-03,2015-11-03,2020-12-31,2020-12-31,Initial Assignment,1885
E00463,POS002,G3,2021-01-01,2021-01-01,,2023-06-30,Normal Promotion,910
E00463,POS002,G4,2021-01-01,2023-07-01,,,Early Promotion,946
E00464,POS001,G1,2021-05-27,2021-05-27,,,Initial Assignment,1711
E00465,POS002,G3,2023-05-28,2023-05-28,,,Initial Assignment,980
E00466,POS001,G1,2015-10-28,2015-10-28,2023-08-06,2020-12-31,Initial Assignment,1891
E00466,POS001,G2,2015-10-28,2021-01-01,2023-08-06,2023-08-06,Normal Promotion,947
E00467,POS002,G4,2024-06-21,2024-06-21,,,Initial Assignment,590
E00468,POS001,G1,2011-02-04,2011-02-04,2020-12-31,2015-06-30,Initial Assignment,1607
E00468,POS001,G2,2011-02-04,2015-07-01,2020-12-31,2020-12-31,Normal Promotion,2010
E00468,POS002,G3,2021-01-01,2021-01-01,,,Normal Promotion,1857
E00469,POS001,G2,2023-11-07,2023-11-07,2024-10-10,2024-10-10,Initial Assignment,338
E00470,POS002,G3,2022-03-15,2022-03-15,,,Initial Assignment,1419
E00471,POS002,G4,2021-01-17,2021-01-17,2024-07-12,2024-07-12,Initial Assignment,1272
E00472,POS001,G1,2020-05-23,2020-05-23,,2024-06-30,Initial Assignment,1499
E00472,POS001,G2,2020-05-23,2024-07-01,,,Normal Promotion,580
E00473,POS002,G3,2024-04-29,2024-04-29,2024-08-25,2024-08-25,Initial Assignment,118
E00474,POS001,G1,2012-06-19,2012-06-19,2022-06-30,2018-06-30,Initial Assignment,2202
E00474,POS001,G2,2012-06-19,2018-07-01,2022-06-30,2022-06-30,Late Promotion,1460
E00474,POS002,G3,2022-07-01,2022-07-01,,,Normal Promotion,1311
E00475,POS001,G1,2016-08-25,2016-08-25,2019-11-21,2019-11-21,Initial Assignment,1183
E00476,POS001,G2,2024-07-08,2024-07-08,,,Initial Assignment,573
E00477,POS001,G1,2022-03-15,2022-03-15,2024-09-26,2024-09-26,Initial Assignment,926
E00478,POS001,G1,2013-09-30,2013-09-30,2022-05-20,2020-06-30,Initial Assignment,2465
E00478,POS001,G2,2013-09-30,2020-07-01,2022-05-20,2022-05-20,Late Promotion,688
E00479,POS001,G1,2019-10-23,2019-10-23,2025-12-31,2022-06-30,Initial Assignment,981
E00479,POS001,G2,2019-10-23,2022-07-01,2025-12-31,2025-12-31,Early Promotion,1279
E00479,POS002,G3,2026-01-01,2026-01-01,,,Normal Promotion,31
E00480,POS001,G1,2020-04-01,2020-04-01,,2025-12-31,Initial Assignment,2100
E00480,POS001,G2,2020-04-01,2026-01-01,,,Normal Promotion,31
E00481,POS002,G3,2024-12-09,2024-12-09,,,Initial Assignment,419
E00482,POS001,G1,2023-06-28,2023-06-28,,,Initial Assignment,949
E00483,POS001,G2,2014-02-01,2014-02-01,2017-06-30,2017-06-30,Initial Assignment,1245
E00483,POS002,G3,2017-07-01,2017-07-01,2023-01-11,2022-06-30,Normal Promotion,1825
E00483,POS002,G4,2017-07-01,2022-07-01,2023-01-11,2023-01-11,Normal Promotion,194
E00484,POS001,G2,2014-06-22,2014-06-22,2015-03-31,2015-03-31,Initial Assignment,282
E00485,POS001,G2,2025-01-26,2025-01-26,,,Initial Assignment,371
E00486,POS002,G3,2013-03-10,2013-03-10,2021-06-30,2015-12-31,Initial Assignment,1026
E00486,POS002,G4,2013-03-10,2016-01-01,2021-06-30,2021-06-30,Early Promotion,2007
E00486,POS003,G5,2021-07-01,2021-07-01,,2025-12-31,Late Promotion,1644
E00486,POS003,G6,2021-07-01,2026-01-01,,,Normal Promotion,31
E00487,POS001,G2,2021-02-03,2021-02-03,2023-10-31,2023-10-31,Initial Assignment,1000
E00488,POS002,G4,2024-08-08,2024-08-08,,,Initial Assignment,542
E00489,POS002,G3,2024-12-09,2024-12-09,,,Initial Assignment,419
E00490,POS002,G3,2022-08-29,2022-08-29,,,Initial Assignment,1252
E00491,POS002,G3,2019-02-19,2019-02-19,2020-12-20,2020-12-20,Initial Assignment,670
E00492,POS001,G1,2020-09-25,2020-09-25,,2025-06-30,Initial Assignment,1739
E00492,POS001,G2,2020-09-25,2025-07-01,,,Normal Promotion,215
E00493,POS002,G3,2017-02-26,2017-02-26,2023-03-22,2021-06-30,Initial Assignment,1585
E00493,POS002,G4,2017-02-26,2021-07-01,2023-03-22,2023-03-22,Normal Promotion,629
E00494,POS001,G1,2014-11-03,2014-11-03,2017-05-21,2017-05-21,Initial Assignment,930
E00495,POS002,G3,2024-12-26,2024-12-26,,,Initial Assignment,402
E00496,POS001,G2,2018-12-04,2018-12-04,2020-07-14,2020-07-14,Initial Assignment,588
E00497,POS001,G1,2018-02-23,2018-02-23,,2023-12-31,Initial Assignment,2137
E00497,POS001,G2,2018-02-23,2024-01-01,,,Normal Promotion,762
E00498,POS002,G4,2024-08-20,2024-08-20,2025-10-06,2025-10-06,Initial Assignment,412
E00499,POS001,G1,2013-05-27,2013-05-27,2020-12-31,2018-06-30,Initial Assignment,1860
E00499,POS001,G2,2013-05-27,2018-07-01,2020-12-31,2020-12-31,Normal Promotion,914
E00499,POS002,G3,2021-01-01,2021-01-01,,2023-12-31,Early Promotion,1094
E00499,POS002,G4,2021-01-01,2024-01-01,,,Early Promotion,762
E00500,POS001,G2,2012-06-28,2012-06-28,2015-12-31,2015-12-31,Initial Assignment,1281
E00500,POS002,G3,2016-01-01,2016-01-01,2025-12-31,2021-06-30,Normal Promotion,2007
E00500,POS002,G4,2016-01-01,2021-07-01,2025-12-31,2025-12-31,Normal Promotion,1644
E00500,POS003,G5,2026-01-01,2026-01-01,,,Normal Promotion,31
E00501,POS001,G2,2019-01-23,2019-01-23,2021-12-31,2021-12-31,Initial Assignment,1073
E00501,POS002,G3,2022-01-01,2022-01-01,,,Early Promotion,1492
E00502,POS001,G2,2016-05-12,2016-05-12,2020-10-29,2020-10-29,Initial Assignment,1631
E00503,POS001,G1,2015-07-15,2015-07-15,2024-07-20,2022-06-30,Initial Assignment,2542
E00503,POS001,G2,2015-07-15,2022-07-01,2024-07-20,2024-07-20,Late Promotion,750
E00504,POS001,G1,2024-04-29,2024-04-29,,,Initial Assignment,643
E00505,POS002,G3,2017-05-08,2017-05-08,2025-12-31,2022-12-31,Initial Assignment,2063
E00505,POS002,G4,2017-05-08,2023-01-01,2025-12-31,2025-12-31,Late Promotion,1095
E00505,POS003,G5,2026-01-01,2026-01-01,,,Early Promotion,31
E00506,POS002,G3,2024-10-22,2024-10-22,2026-01-03,2026-01-03,Initial Assignment,438
E00507,POS001,G2,2018-12-09,2018-12-09,2023-12-31,2023-12-31,Initial Assignment,1848
E00507,POS002,G3,2024-01-01,2024-01-01,,,Normal Promotion,762
E00508,POS001,G1,2013-05-13,2013-05-13,2025-12-31,2019-06-30,Initial Assignment,2239
E00508,POS001,G2,2013-05-13,2019-07-01,2025-12-31,2025-12-31,Late Promotion,2375
E00508,POS002,G3,2026-01-01,2026-01-01,,,Late Promotion,31
E00509,POS001,G2,2012-05-22,2012-05-22,2014-12-31,2014-12-31,Initial Assignment,953
E00509,POS002,G3,2015-01-01,2015-01-01,2022-12-31,2018-12-31,Early Promotion,1460
E00509,POS002,G4,2015-01-01,2019-01-01,2022-12-31,2022-12-31,Normal Promotion,1460
E00509,POS003,G5,2023-01-01,2023-01-01,,2025-12-31,Normal Promotion,1095
E00509,POS003,G6,2023-01-01,2026-01-01,,,Normal Promotion,31
E00510,POS001,G1,2025-01-01,2025-01-01,,,Initial Assignment,396
E00511,POS001,G1,2018-09-12,2018-09-12,,2025-06-30,Initial Assignment,2483
E00511,POS001,G2,2018-09-12,2025-07-01,,,Late Promotion,215
E00512,POS001,G1,2015-06-06,2015-06-06,2025-01-13,2021-06-30,Initial Assignment,2216
E00512,POS001,G2,2015-06-06,2021-07-01,2025-01-13,2025-01-13,Late Promotion,1292
E00513,POS001,G2,2024-05-13,2024-05-13,,,Initial Assignment,629
E00514,POS001,G1,2025-04-22,2025-04-22,,,Initial Assignment,285
E00515,POS001,G2,2015-05-16,2015-05-16,2021-07-28,2021-07-28,Initial Assignment,2265
E00516,POS002,G3,2024-12-08,2024-12-08,2025-06-07,2025-06-07,Initial Assignment,181
E00517,POS002,G3,2013-11-05,2013-11-05,2017-02-27,2016-12-31,Initial Assignment,1152
E00517,POS002,G4,2013-11-05,2017-01-01,2017-02-27,2017-02-27,Early Promotion,57
E00518,POS002,G3,2014-06-18,2014-06-18,2021-06-30,2017-06-30,Initial Assignment,1108
E00518,POS002,G4,2014-06-18,2017-07-01,2021-06-30,2021-06-30,Normal Promotion,1460
E00518,POS003,G5,2021-07-01,2021-07-01,,,Normal Promotion,1676
E00519,POS001,G2,2019-07-09,2019-07-09,2024-12-31,2024-12-31,Initial Assignment,2002
E00519,POS002,G3,2025-01-01,2025-01-01,,,Normal Promotion,396
E00520,POS001,G2,2013-12-25,2013-12-25,2019-06-30,2019-06-30,Initial Assignment,2013
E00520,POS002,G3,2019-07-01,2019-07-01,2020-09-30,2020-09-30,Normal Promotion,457
E00521,POS001,G1,2016-11-04,2016-11-04,2024-07-09,2022-12-31,Initial Assignment,2248
E00521,POS001,G2,2016-11-04,2023-01-01,2024-07-09,2024-07-09,Late Promotion,555
E00522,POS002,G4,2017-10-11,2017-10-11,2019-12-31,2019-12-31,Initial Assignment,811
E00522,POS003,G5,2020-01-01,2020-01-01,2026-01-14,2021-12-31,Early Promotion,730
E00522,POS003,G6,2020-01-01,2022-01-01,2026-01-14,2026-01-14,Early Promotion,1474
E00523,POS001,G2,2021-05-19,2021-05-19,2023-06-30,2023-06-30,Initial Assignment,772
E00523,POS002,G3,2023-07-01,2023-07-01,,,Early Promotion,946
E00524,POS002,G3,2021-07-23,2021-07-23,,,Initial Assignment,1654
E00525,POS001,G2,2017-07-26,2017-07-26,2021-06-30,2021-06-30,Initial Assignment,1435
E00525,POS002,G3,2021-07-01,2021-07-01,,,Normal Promotion,1676
E00526,POS001,G2,2016-11-14,2016-11-14,2021-06-30,2021-06-30,Initial Assignment,1689
E00526,POS002,G3,2021-07-01,2021-07-01,2024-03-20,2024-03-20,Normal Promotion,993
E00527,POS002,G3,2025-07-19,2025-07-19,,,Initial Assignment,197
E00528,POS002,G3,2016-08-23,2016-08-23,2020-11-28,2020-11-28,Initial Assignment,1558
E00529,POS002,G3,2021-05-18,2021-05-18,2021-07-09,2021-07-09,Initial Assignment,52
E00530,POS001,G1,2016-10-27,2016-10-27,2024-06-30,2020-06-30,Initial Assignment,1342
E00530,POS001,G2,2016-10-27,2020-07-01,2024-06-30,2024-06-30,Normal Promotion,1460
E00530,POS002,G3,2024-07-01,2024-07-01,,,Normal Promotion,580
E00531,POS002,G4,2019-04-05,2019-04-05,2025-12-31,2025-12-31,Initial Assignment,2462
E00531,POS003,G5,2026-01-01,2026-01-01,,,Late Promotion,31
E00532,POS001,G1,2015-12-26,2015-12-26,2022-12-31,2019-06-30,Initial Assignment,1282
E00532,POS001,G2,2015-12-26,2019-07-01,2022-12-31,2022-12-31,Normal Promotion,1279
E00532,POS002,G3,2023-01-01,2023-01-01,,,Normal Promotion,1127
E00533,POS001,G2,2020-02-22,2020-02-22,2025-06-30,2025-06-30,Initial Assignment,1955
E00533,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00534,POS002,G3,2020-06-06,2020-06-06,,2022-12-31,Initial Assignment,938
E00534,POS002,G4,2020-06-06,2023-01-01,,,Early Promotion,1127
E00535,POS001,G1,2012-05-14,2012-05-14,2020-12-31,2015-12-31,Initial Assignment,1326
E00535,POS001,G2,2012-05-14,2016-01-01,2020-12-31,2020-12-31,Normal Promotion,1826
E00535,POS002,G3,2021-01-01,2021-01-01,2024-11-11,2023-12-31,Normal Promotion,1094
E00535,POS002,G4,2021-01-01,2024-01-01,2024-11-11,2024-11-11,Early Promotion,315
E00536,POS001,G2,2025-02-12,2025-02-12,,,Initial Assignment,354
E00537,POS001,G1,2011-09-22,2011-09-22,2018-12-31,2016-06-30,Initial Assignment,1743
E00537,POS001,G2,2011-09-22,2016-07-01,2018-12-31,2018-12-31,Normal Promotion,913
E00537,POS002,G3,2019-01-01,2019-01-01,,2021-12-31,Early Promotion,1095
