EMP_ID,PAY_YEAR,BASIC_PAY,REGULAR_ALLOWANCE,VARIABLE_PAY,TOTAL_PAY,VARIABLE_PAY_RATIO,YOY_GROWTH
E00508,2020,69100002,1200000,14399904,84699906,17.0,0.0
E00508,2021,71900010,1200000,26064178,99164188,26.28,17.4
E00508,2022,77800008,3167513,23453290,104420811,22.46,5.3
E00508,2023,82000008,4369120,29912288,116281416,25.72,11.36
E00508,2024,85300008,4218796,28657598,118176402,24.25,1.35
E00508,2025,93800004,3968041,18433952,116201997,15.86,-1.4
E00508,2026,17233334,413400,0,17646734,0.0,73.22
E00509,2020,55200006,4928301,11166763,71295070,15.66,0.0
E00509,2021,60000012,3477922,15944134,79422068,20.08,11.7
E00509,2022,61400004,2037901,23147966,86585871,26.73,9.02
E00509,2023,66400008,3402782,25965330,95768120,27.11,10.6
E00509,2024,75400008,4074570,29000634,108475212,26.73,12.96
E00509,2025,80000004,3557106,13106767,96663877,13.56,-10.64
E00509,2026,13750000,454277,0,14204277,0.0,67.61
E00510,2025,41200008,3319151,7602103,52121262,14.59,0.0
E00510,2026,7200000,413350,0,7613350,0.0,66.61
E00511,2020,45500004,2988153,11080848,59569005,18.6,0.0
E00511,2021,49000014,3361178,14781084,67142276,22.01,13.02
E00511,2022,54800004,2371766,13702784,70874554,19.33,5.56
E00511,2023,55500000,3515908,19132764,78148672,24.48,10.26
E00511,2024,61500000,3716223,15353346,80569569,19.06,2.82
E00511,2025,65400000,3413095,16333256,85146351,19.18,5.97
E00511,2026,12283334,400000,0,12683334,0.0,69.91
E00512,2020,44700012,3789687,7617249,56106948,13.58,0.0
E00512,2021,49400010,2206683,21267576,72874269,29.18,30.24
E00512,2022,55400004,2041082,14599486,72040572,20.27,-1.14
E00512,2023,56300004,3333322,17749576,77382902,22.94,7.42
E00512,2024,57500004,3423123,16797830,77720957,21.61,0.16
E00512,2025,2016399,0,0,2016399,0.0,-26.96
E00513,2024,20475000,1744305,4570252,26789557,17.06,0.0
E00513,2025,36400008,3386594,3643158,43429760,8.39,3.49
E00513,2026,6200000,433004,0,6633004,0.0,74.21
E00514,2025,33800000,1899200,5318775,41017975,12.97,0.0
E00514,2026,8866668,400000,0,9266668,0.0,79.32
E00515,2020,57700008,7441677,12789730,77931415,16.41,0.0
E00515,2021,32185484,4431596,0,36617080,0.0,-17.72
E00516,2025,17270000,1000000,0,18270000,0.0,0.0
E00518,2020,60200010,7876324,10466060,78542394,13.33,0.0
E00518,2021,62900010,4876450,28017928,95794388,29.25,22.3
E00518,2022,72000000,4333595,22963292,99296887,23.13,3.66
E00518,2023,76100004,6359010,38894918,121353932,32.05,22.21
E00518,2024,85500000,7270755,31621444,124392199,25.42,2.22
E00518,2025,89400000,7779879,20697473,117877352,17.56,-4.98
E00518,2026,15500000,523298,0,16023298,0.0,55.05
E00519,2020,63300006,1200000,12000570,76500576,15.69,0.0
E00519,2021,65000016,1200000,19824656,86024672,23.05,12.76
E00519,2022,66800004,1939125,21444918,90184047,23.78,4.84
E00519,2023,72200004,3810618,30432386,106443008,28.59,18.03
E00519,2024,74000004,3475500,28577466,106052970,26.95,-0.64
E00519,2025,79900008,3613832,16004493,99518333,16.08,-5.9
E00519,2026,14983334,400000,0,15383334,0.0,76.32
E00520,2020,51711114,900000,0,52611114,0.0,0.0
E00521,2020,50200002,5122584,10903638,66226224,16.46,0.0
E00521,2021,52300008,4605082,15990922,72896012,21.94,10.37
E00521,2022,57700008,4018363,15330654,77049025,19.9,5.7
E00521,2023,64200000,5680517,21278170,91158687,23.34,18.31
E00521,2024,37217745,2898602,0,40116347,0.0,-15.9
E00522,2020,5750010,1419836,1034959,8204805,12.61,0.0
E00522,2021,6608340,1398194,4195890,12202424,34.39,49.13
E00522,2022,6841668,1393487,1649832,9884987,16.69,-18.99
E00522,2023,7708344,2564234,2782216,13054794,21.31,32.07
E00522,2024,8291676,2531624,2324782,13148082,17.68,0.44
E00522,2025,8891676,2533512,1541154,12966342,11.89,-1.11
E00522,2026,368818,0,0,368818,0.0,-25.84
E00523,2021,34283337,1908703,10284140,46476180,22.13,0.0
E00523,2022,58900008,3808602,17656754,80365364,21.97,7.54
E00523,2023,59800008,3157050,28636164,91593222,31.26,13.97
E00523,2024,68300004,3023639,18230970,89554613,20.36,-2.49
E00523,2025,74600004,3953437,10204107,88757548,11.5,-0.62
E00523,2026,12800000,400000,0,13200000,0.0,69.63
E00524,2021,18844448,500000,2541530,21885978,11.61,0.0
E00524,2022,43300008,1765864,14535466,59601338,24.39,20.87
E00524,2023,46200000,3106029,26176832,75482861,34.68,26.65
E00524,2024,51700008,2919501,18516106,73135615,25.32,-3.37
E00524,2025,59600004,3390964,13872084,76863052,18.05,5.38
E00524,2026,10716668,482042,0,11198710,0.0,66.19
E00525,2020,47400012,6328305,8608440,62336757,13.81,0.0
E00525,2021,49800006,4198742,20996648,74995396,28.0,20.64
E00525,2022,55400004,2989480,18436086,76825570,24.0,2.44
E00525,2023,61700004,3487414,32346376,97533794,33.16,26.95
E00525,2024,65800008,3456043,20155498,89411549,22.54,-8.58
E00525,2025,70700004,3711545,13413373,87824922,15.27,-1.51
E00525,2026,12733334,441887,0,13175221,0.0,71.11
E00526,2020,54500004,5208558,12275056,71983618,17.05,0.0
E00526,2021,56000016,2826053,23919024,82745093,28.91,15.26
E00526,2022,63800004,2298335,29411976,95510315,30.79,15.43
E00526,2023,64900008,10780812,20896808,96577628,21.64,1.12
E00526,2024,14636561,2283989,0,16920550,0.0,-20.06
E00527,2025,17833335,1304630,3902296,23040261,16.94,0.0
E00527,2026,7366668,400000,0,7766668,0.0,74.87
E00528,2020,51429263,1100000,0,52529263,0.0,0.0
E00529,2021,5191399,100000,0,5291399,0.0,0.0
E00530,2020,39600000,1200000,6225985,47025985,13.24,0.0
E00530,2021,45100008,1200000,15876770,62176778,25.53,32.58
E00530,2022,49000008,2225751,13467120,64692879,20.82,4.05
E00530,2023,51500004,3447804,19551228,74499036,26.24,15.16
E00530,2024,54500004,3357798,23420870,81278672,28.82,8.8
E00530,2025,62500008,3972520,11215660,77688188,14.44,-4.16
E00530,2026,10566668,478368,0,11045036,0.0,62.16
E00531,2020,55600002,1200000,10888674,67688676,16.09,0.0
E00531,2021,60400008,1200000,22605874,84205882,26.85,24.74
E00531,2022,65100000,2591948,23428108,91120056,25.71,8.21
E00531,2023,70000008,3832537,31835060,105667605,30.13,15.97
E00531,2024,74300004,3884267,31352602,109536873,28.62,3.38
E00531,2025,78800004,3952150,21310330,104062484,20.48,-4.74
E00531,2026,13666668,489097,0,14155765,0.0,55.16
E00532,2020,58700016,1200000,14670135,74570151,19.67,0.0
E00532,2021,59300010,1200000,21273814,81773824,26.02,9.96
E00532,2022,64800000,2851699,25053506,92705205,27.02,13.37
E00532,2023,67800000,4101120,22640686,94541806,23.95,1.98
E00532,2024,74800008,4128364,19872922,98801294,20.11,4.22
E00532,2025,77400000,3700836,18772007,99872843,18.8,1.36
E00532,2026,13950000,424197,0,14374197,0.0,64.16
E00533,2020,35166675,1000000,9039546,45206221,20.0,0.0
E00533,2021,43900002,1200000,14883784,59983786,24.81,14.15
E00533,2022,47900004,2525475,14486790,64912269,22.32,8.22
E00533,2023,51700008,3504453,17266102,72470563,23.82,11.64
E00533,2024,55900008,3515570,14611422,74027000,19.74,1.87
E00533,2025,57000000,3580726,14394506,74975232,19.2,1.56
E00533,2026,10683334,417892,0,11101226,0.0,68.89
E00534,2020,26700003,2508521,4796426,34004950,14.11,0.0
E00534,2021,56300004,3745722,14208764,74254490,19.14,25.04
E00534,2022,60100008,2500651,21240956,83841615,25.33,12.91
E00534,2023,63000000,3529147,18222368,84751515,21.5,1.09
E00534,2024,70300008,4147039,19216984,93664031,20.52,10.21
E00534,2025,74800008,3690679,10980329,89471016,12.27,-4.21
E00534,2026,12583334,400000,0,12983334,0.0,65.52
E00535,2020,63300006,5220538,10843212,79363756,13.66,0.0
E00535,2021,68300010,4508632,23077480,95886122,24.07,21.15
E00535,2022,75600000,2152553,24842290,102594843,24.21,7.0
E00535,2023,75900000,5274327,36660546,117834873,31.11,14.85
E00535,2024,67037782,12445686,0,79483468,0.0,-22.09
E00536,2025,41333340,2645229,6862123,50840692,13.5,0.0
E00536,2026,8333334,421931,0,8755265,0.0,73.82
E00537,2020,75200004,7489357,13273495,95962856,13.83,0.0
E00537,2021,83000016,3776964,27430486,114207466,24.02,19.34
E00537,2022,87100008,2727212,28678510,118505730,24.2,3.76
E00537,2023,99100008,4586119,27831178,131517305,21.16,10.98
E00537,2024,101100000,4452892,31941430,137494322,23.23,4.26
E00537,2025,105900000,4626317,18445220,128971537,14.3,-5.94
E00537,2026,18850000,540925,0,19390925,0.0,71.49
E00538,2020,45700002,3925914,11122936,60748852,18.31,0.0
E00538,2021,48500010,2648534,11763110,62911654,18.7,3.84
E00538,2022,49500000,1595728,18841400,69937128,26.94,11.17
E00538,2023,14742225,600000,0,15342225,0.0,-25.17
E00539,2021,17800002,600000,4991498,23391500,21.34,0.0
E00539,2022,36300000,1979792,10583916,48863708,21.66,17.32
E00539,2023,38200008,3159320,14360244,55719572,25.77,14.03
E00539,2024,39400008,2925898,11123564,53449470,20.81,-4.34
E00539,2025,42800004,3415857,6441784,52657645,12.23,-1.21
E00539,2026,7783334,400000,0,8183334,0.0,77.26
E00540,2023,21690280,2308770,0,23999050,0.0,0.0
E00541,2020,46500012,1200000,11073736,58773748,18.84,0.0
E00541,2021,52400016,1200000,12242842,65842858,18.59,12.33
E00541,2022,54000000,2328282,14521302,70849584,20.5,7.6
E00541,2023,57600000,3415146,18206086,79221232,22.98,11.82
E00541,2024,61200000,3401097,16049916,80651013,19.9,1.53
E00541,2025,63500004,3811539,8407048,75718591,11.1,-5.86
E00541,2026,11266668,492992,0,11759660,0.0,77.15
E00545,2023,39233337,4567201,13734532,57535070,23.87,0.0
E00545,2024,44900004,5400100,14372216,64672320,22.22,4.73
E00545,2025,49800000,5416447,9589885,64806332,14.8,0.48
E00545,2026,9133334,446980,0,9580314,0.0,68.62
E00546,2020,31583340,3113738,7861383,42558461,18.47,0.0
E00546,2021,38600010,2461424,11854836,52916270,22.4,8.67
E00546,2022,41900004,2008208,10887190,54795402,19.87,3.55
E00546,2023,45400008,5767162,15785798,66952968,23.58,22.19
E00546,2024,32596775,7325776,0,39922551,0.0,-5.78
E00547,2020,47800008,4411276,8936384,61147668,14.61,0.0
E00547,2021,52900002,2107355,15676454,70683811,22.18,15.91
E00547,2022,54300000,2187833,22693634,79181467,28.66,12.02
E00547,2023,61800000,2642725,26572462,91015187,29.2,14.95
E00547,2024,15950001,600000,1000000,17550001,5.7,-22.66
E00548,2020,68000004,6572493,11271122,85843619,13.13,0.0
E00548,2021,71600004,3156595,21944116,96700715,22.69,12.96
E00548,2022,75800004,2721026,18206888,96727918,18.82,0.03
E00548,2023,83600004,3615861,29759456,116975321,25.44,20.93
E00548,2024,7797702,316652,0,8114354,0.0,-25.53
E00550,2020,40900014,3775852,9547191,54223057,17.61,0.0
E00550,2021,44100000,2849042,11788566,58737608,20.07,8.62
E00550,2022,46700004,2102658,14616222,63418884,23.05,7.97
E00550,2023,51100008,3280204,13999032,68379244,20.47,7.82
E00550,2024,53700000,3551436,14836832,72088268,20.58,5.14
E00550,2025,57800004,3043016,15964601,76807621,20.79,6.84
E00550,2026,10800000,470409,0,11270409,0.0,67.37
E00551,2020,26933340,2391256,6471109,35795705,18.08,0.0
E00551,2021,41300010,2338345,14758726,58397081,25.27,18.89
E00551,2022,43700004,1942311,14641268,60283583,24.29,3.23
E00551,2023,46100004,3375632,19272988,68748624,28.03,14.04
E00551,2024,49200000,3773266,14523240,67496506,21.52,-2.09
E00551,2025,51600000,3110873,14335952,69046825,20.76,2.58
E00551,2026,9733334,400000,0,10133334,0.0,67.4
E00552,2020,53500014,4905904,11298983,69704901,16.21,0.0
E00552,2021,59500008,4310418,17412860,81223286,21.44,16.84
E00552,2022,65500008,4984360,27305758,97790126,27.92,20.4
E00552,2023,75000000,6536614,29209328,110745942,26.38,13.25
E00552,2024,76600008,6668389,19426912,102695309,18.92,-7.52
E00552,2025,82800000,6250379,10893301,99943680,10.9,-2.41
E00552,2026,14416668,580211,0,14996879,0.0,71.15
E00553,2023,41250000,2636915,23663322,67550237,35.03,0.0
E00553,2024,48000000,3260783,14713240,65974023,22.3,-5.27
E00553,2025,51300000,3070929,9843132,64214061,15.33,-2.4
E00553,2026,9000000,450601,0,9450601,0.0,67.87
E00554,2020,44000010,4466601,10946923,59413534,18.42,0.0
E00554,2021,45400014,2341128,16182500,63923642,25.32,7.89
E00554,2022,50700000,1964674,16465818,69130492,23.82,8.15
E00554,2023,52500000,3126414,25857730,81484144,31.73,17.87
E00554,2024,55500000,3369851,15504824,74374675,20.85,-8.97
E00554,2025,57600000,3372083,9738698,70710781,13.77,-4.67
E00554,2026,10366668,434722,0,10801390,0.0,74.24
E00555,2020,67700016,6349111,14584649,88633776,16.45,0.0
E00555,2021,71900010,4605145,22662782,99167937,22.85,12.19
E00555,2022,77800008,2215942,30637048,110652998,27.69,11.58
E00555,2023,88400004,3801113,47161640,139362757,33.84,25.95
E00555,2024,95000004,4321419,36547888,135869311,26.9,-2.77
E00555,2025,97200000,3463855,23697803,124361658,19.06,-8.22
E00555,2026,18000000,405383,0,18405383,0.0,68.81
E00556,2020,24111122,900000,3549452,28560574,12.43,0.0
E00556,2021,33000012,1200000,10671050,44871062,23.78,19.66
E00556,2022,35900004,1751132,7919154,45570290,17.38,1.56
E00556,2023,27693334,1800000,0,29493334,0.0,-12.83
E00557,2020,253764,0,0,253764,0.0,0.0
E00558,2020,51700014,5789253,11982079,69471346,17.25,0.0
E00558,2021,58500000,4338974,14838592,77677566,19.1,12.12
E00558,2022,59100000,2152619,13779328,75031947,18.36,-3.41
E00558,2023,46622584,1800000,0,48422584,0.0,-17.35
E00559,2025,6066668,507768,1494998,8069434,18.53,0.0
E00559,2026,6116668,400000,0,6516668,0.0,81.7
E00561,2020,66000006,7229146,11875440,85104592,13.95,0.0
E00561,2021,68400000,5516715,21098394,95015109,22.21,11.95
E00561,2022,19238334,1596765,0,20835099,0.0,-17.49
E00562,2020,67600008,1200000,14626805,83426813,17.53,0.0
E00562,2021,74600010,1200000,19556594,95356604,20.51,14.61
E00562,2022,76300008,2089876,17836062,96225946,18.54,0.91
E00562,2023,41325000,1200000,0,42525000,0.0,-7.83
E00564,2020,44500014,3336320,10856130,58692464,18.5,0.0
E00564,2021,24823662,1345159,0,26168821,0.0,-15.45
E00566,2020,35888904,2638035,5836098,44363037,13.16,0.0
E00566,2021,39500010,2855241,10861152,53216403,20.41,13.06
E00566,2022,40600008,2048711,11298708,53947427,20.94,1.37
E00566,2023,42000000,3353749,14680154,60033903,24.45,11.28
E00566,2024,48200004,2967926,17649368,68817298,25.65,14.32
E00566,2025,52900008,3318605,13037275,69255888,18.82,0.91
E00566,2026,9766668,400000,0,10166668,0.0,67.44
E00568,2020,92000016,9127009,14859400,115986425,12.81,0.0
E00568,2021,98000010,4964880,32561956,135526846,24.03,17.17
E00568,2022,112700004,3203072,33477970,149381046,22.41,10.22
E00568,2023,120700008,4761790,41841672,167303470,25.01,12.0
E00568,2024,124000008,2994541,34816058,161810607,21.52,-3.55
E00568,2025,24784678,400000,0,25184678,0.0,-18.62
E00569,2020,65400012,4784501,10508145,80692658,13.02,0.0
E00569,2021,75000006,3770384,21412936,100183326,21.37,24.49
E00569,2022,84100008,2154857,21422290,107677155,19.89,7.48
E00569,2023,86300004,3923505,29599114,119822623,24.7,11.28
E00569,2024,92700000,4137218,25466388,122303606,20.82,1.79
E00569,2025,95700000,4038890,13085273,112824163,11.6,-7.5
E00569,2026,17166668,400000,0,17566668,0.0,77.59
E00570,2021,16800000,722565,2000031,19522596,10.24,0.0
E00570,2022,38300004,1923896,8181390,48405290,16.9,16.84
E00570,2023,1138442,0,0,1138442,0.0,-21.96
E00571,2020,36146246,6164864,0,42311110,0.0,0.0
E00572,2020,38400012,3204432,7885208,49489652,15.93,0.0
E00572,2021,41800014,3290543,13159886,58250443,22.59,18.02
E00572,2022,45500004,3255644,10881172,59636820,18.25,2.38
E00572,2023,46500000,5093704,16666022,68259726,24.42,14.46
E00572,2024,49400004,6107803,23663752,79171559,29.89,15.67
E00572,2025,56100000,5785738,13623312,75509050,18.04,-4.36
E00572,2026,9716668,422084,0,10138752,0.0,53.15
E00574,2020,13500000,400000,2804365,16704365,16.79,0.0
E00574,2021,41300010,1200000,16032094,58532104,27.39,37.28
E00574,2022,46800000,2586674,15994068,65380742,24.46,11.7
E00574,2023,50200008,4965388,15899304,71064700,22.37,8.69
E00574,2024,51100008,4551436,18173270,73824714,24.62,3.6
E00574,2025,53300004,4774385,13403888,71478277,18.75,-2.91
E00574,2026,9833334,418820,0,10252154,0.0,63.6
E00575,2025,18500004,1466663,2917849,22884516,12.75,0.0
E00575,2026,6483334,424043,0,6907377,0.0,93.36
E00576,2020,65900016,7116564,13872634,86889214,15.97,0.0
E00576,2021,72800010,5129430,24036940,101966380,23.57,17.67
E00576,2022,81600000,5029493,19403834,106033327,18.3,3.99
E00576,2023,82400004,7178766,37968416,127547186,29.77,20.29
E00576,2024,90100008,7006617,34501566,131608191,26.22,2.9
E00576,2025,100300008,6980203,18608000,125888211,14.78,-4.08
E00576,2026,17883334,400000,0,18283334,0.0,65.66
E00578,2020,54200016,5566230,12021630,71787876,16.75,0.0
E00578,2021,56000016,2642335,17846548,76488899,23.33,6.84
E00578,2022,58700004,2480897,17236292,78417193,21.98,2.52
E00578,2023,60500004,3699634,25521968,89721606,28.45,14.42
E00578,2024,65300004,3889974,27694438,96884416,28.59,7.69
E00578,2025,72900000,3840276,11903065,88643341,13.43,-8.26
E00578,2026,13200000,400000,0,13600000,0.0,75.0
E00579,2020,64800000,1200000,11038162,77038162,14.33,0.0
E00579,2021,71500014,1200000,31286580,103986594,30.09,35.35
E00579,2022,77900004,2933210,28749272,109582486,26.24,5.38
E00579,2023,89400000,4215279,40248476,133863755,30.07,22.16
E00579,2024,89700000,8977968,25132846,123810814,20.3,-7.76
E00579,2025,54396775,10051048,0,64447823,0.0,-10.97
E00581,2025,34750002,3138457,7733988,45622447,16.95,0.0
E00581,2026,12300000,411035,0,12711035,0.0,75.0
E00582,2021,22300002,982952,6968394,30251348,23.03,0.0
E00582,2022,46200000,2348616,14423502,62972118,22.9,6.65
E00582,2023,49500000,3384386,18257302,71141688,25.66,12.97
E00582,2024,52400004,3354339,18754498,74508841,25.17,4.45
E00582,2025,57500004,3906310,9326707,70733021,13.19,-4.81
E00582,2026,10800000,400000,0,11200000,0.0,80.61
E00583,2020,49100004,5637684,10480616,65218304,16.07,0.0
E00583,2021,51100002,2587384,14461914,68149300,21.22,4.78
E00583,2022,52100004,2468257,14911928,69480189,21.46,1.95
E00583,2023,54900000,2954368,22579506,80433874,28.07,15.77
E00583,2024,56900004,7847393,15431120,80178517,19.25,-0.59
E00583,2025,28595002,5267915,0,33862917,0.0,-10.13
E00584,2020,42820557,800000,0,43620557,0.0,0.0
E00585,2020,66100014,4969717,11659210,82728941,14.09,0.0
E00585,2021,75700008,6257585,21897660,103855253,21.08,25.88
E00585,2022,83000004,4702559,23418762,111121325,21.07,7.0
E00585,2023,86800008,8360135,23667846,118827989,19.92,6.94
E00585,2024,87700008,4232381,30413978,122346367,24.86,2.68
E00585,2025,97900008,4292275,22420792,124613075,17.99,2.13
E00585,2026,18283334,506072,0,18789406,0.0,71.99
E00587,2020,44400006,3983251,8829717,57212974,15.43,0.0
E00587,2021,35887098,1643839,0,37530937,0.0,-18.34
E00588,2021,52200000,3378306,17746478,73324784,24.2,0.0
E00588,2022,55000008,2288829,13628006,70916843,19.22,-3.28
E00588,2023,55600008,3169856,20319524,79089388,25.69,11.52
E00588,2024,47346775,2000000,0,49346775,0.0,-25.09
E00589,2023,22487904,1348163,0,23836067,0.0,0.0
E00591,2023,7866668,416468,1359428,9642564,14.1,0.0
E00591,2024,8919355,515290,0,9434645,0.0,-9.35
E00592,2024,6866668,705151,1480538,9052357,16.36,0.0
E00592,2025,41700000,4676519,7051859,53428378,13.2,39.06
E00592,2026,7366668,400000,0,7766668,0.0,65.81
E00593,2022,23275000,1097355,5737954,30110309,19.06,0.0
E00593,2023,24398121,1995609,0,26393730,0.0,-12.75
E00594,2020,54000000,3160900,12671905,69832805,18.15,0.0
E00594,2021,56100006,2555100,17401476,76056582,22.88,9.21
E00594,2022,59600004,2322259,24634014,86556277,28.46,13.81
E00594,2023,68400000,3872066,28128358,100400424,28.02,15.99
E00594,2024,69800004,3196666,19191724,92188394,20.82,-8.43
E00594,2025,37427420,1200000,0,38627420,0.0,-19.29
E00595,2024,17833336,1844202,2377495,22055033,10.78,0.0
E00595,2025,55000008,5652772,7770301,68423081,11.36,16.45
E00595,2026,10116668,449012,0,10565680,0.0,76.13
E00596,2020,57800016,5960852,9201737,72962605,12.61,0.0
E00596,2021,64700010,3798488,24662190,93160688,26.47,28.03
E00596,2022,69900000,2314845,19420652,91635497,21.19,-1.64
E00596,2023,76100004,9008205,28001514,113109723,24.76,23.43
E00596,2024,41725811,8193957,0,49919768,0.0,-15.66
E00597,2020,52400016,4921139,10079904,67401059,14.96,0.0
E00597,2021,55900008,2865934,14046712,72812654,19.29,8.32
E00597,2022,59800008,2267621,18672694,80740323,23.13,10.89
E00597,2023,66400008,3977975,17484538,87862521,19.9,8.82
E00597,2024,72500004,4124366,30104108,106728478,28.21,21.14
E00597,2025,81500004,3821749,16474879,101796632,16.18,-4.36
E00597,2026,14483334,400000,0,14883334,0.0,66.77
E00598,2024,13333336,970656,1967008,16271000,12.09,0.0
E00598,2025,41200008,2400000,6452602,50052610,12.89,7.88
E00598,2026,2849463,200000,0,3049463,0.0,-11.05
E00599,2020,18161115,1498709,0,19659824,0.0,0.0
E00600,2020,60500016,1200000,10748340,72448356,14.84,0.0
E00600,2021,62000010,1200000,14813360,78013370,18.99,7.98
E00600,2022,35103500,1347368,0,36450868,0.0,-14.73
E00602,2022,19100000,629615,2523083,22252698,11.34,0.0
E00602,2023,58600008,2400000,18684356,79684364,23.45,38.33
E00602,2024,856183,0,0,856183,0.0,-21.56
E00603,2023,15445162,989908,0,16435070,0.0,0.0
E00604,2022,28175000,1113109,7127690,36415799,19.57,0.0
E00604,2023,49300008,9585661,15348010,74233679,20.68,26.78
E00604,2024,3223119,0,0,3223119,0.0,-27.96
E00605,2020,69000012,4931228,10371689,84302929,12.3,0.0
E00605,2021,74900016,3411507,18723296,97034819,19.3,15.42
E00605,2022,76900008,2690177,17929446,97519631,18.39,0.5
E00605,2023,78900000,3308410,28006482,110214892,25.41,13.02
E00605,2024,16270162,463552,0,16733714,0.0,-24.09
E00606,2020,33355564,5427067,0,38782631,0.0,0.0
E00608,2020,41400000,3946212,9404342,54750554,17.18,0.0
E00608,2021,42400008,3289743,13694898,59384649,23.06,8.76
E00608,2022,43000008,7259259,20543280,70802547,29.01,19.23
E00608,2023,7924732,1236851,1000000,10161583,9.84,-18.15
E00609,2020,45500004,1200000,9725278,56425282,17.24,0.0
E00609,2021,46400004,1200000,11672204,59272208,19.69,5.33
E00609,2022,3929033,100000,0,4029033,0.0,-14.45
E00610,2020,37900008,1200000,6677387,45777395,14.59,0.0
E00610,2021,40800006,1200000,15592156,57592162,27.07,26.15
E00610,2022,43600008,1872805,16392578,61865391,26.5,7.42
E00610,2023,49900008,3416740,19903858,73220606,27.18,18.35
E00610,2024,52100004,3271474,16960630,72332108,23.45,-1.48
E00610,2025,53600004,3470207,13324900,70395111,18.93,-2.41
E00610,2026,9016668,478195,0,9494863,0.0,53.85
E00611,2020,20211486,4003988,0,24215474,0.0,0.0
E00612,2020,83500002,2453152,18717846,104671000,17.88,0.0
E00612,2021,2996417,0,0,2996417,0.0,-47.61
E00613,2020,21850002,2060454,4630386,28540842,16.22,0.0
E00613,2021,45300006,3966353,11637568,60903927,19.11,10.5
E00613,2022,48700008,3888913,11453488,64042409,17.88,5.15
E00613,2023,49400004,5658053,15407488,70465545,21.87,10.03
E00613,2024,53500008,4957179,15238710,73695897,20.68,4.3
E00613,2025,57700008,5809068,15830313,79339389,19.95,7.95
E00613,2026,10866668,400000,0,11266668,0.0,61.98
E00614,2020,87800004,6302883,16925747,111028634,15.24,0.0
E00614,2021,94700016,3228739,27694848,125623603,22.05,13.46
E00614,2022,104200008,2854654,37272036,144326698,25.82,14.89
E00614,2023,111700008,5073399,46225430,162998837,28.36,12.94
E00614,2024,112000008,3874836,37451644,153326488,24.43,-6.19
E00614,2025,61995968,2070228,0,64066196,0.0,-23.53
E00615,2024,18041670,1319404,2716179,22077253,12.3,0.0
E00615,2025,45000000,3433073,10333922,58766995,17.58,13.04
E00615,2026,8400000,402010,0,8802010,0.0,70.84
E00616,2020,76500000,8428250,11545948,96474198,11.97,0.0
E00616,2021,85400010,3528559,21000596,109929165,19.1,14.26
E00616,2022,89600004,2311974,29554880,121466858,24.33,10.5
E00616,2023,99200004,4018753,41394276,144613033,28.62,19.06
E00616,2024,102700008,4435171,32960432,140095611,23.53,-3.39
E00616,2025,116900004,4473029,22211000,143584033,15.47,2.77
E00616,2026,21550000,400000,0,21950000,0.0,74.37
E00617,2020,51000012,4705846,8032103,63737961,12.6,0.0
E00617,2021,51500016,3394855,19228694,74123565,25.94,16.61
E00617,2022,55600008,2715324,20515762,78831094,26.02,6.35
E00617,2023,60400008,3481333,29682202,93563543,31.72,18.69
E00617,2024,62502226,3860335,0,66362561,0.0,-22.26
E00619,2025,16833336,1201715,3756008,21791059,17.24,0.0
E00619,2026,8616668,400000,0,9016668,0.0,74.56
E00621,2021,37900008,2187858,9825118,49912984,19.68,0.0
E00621,2022,40200000,2063967,9303312,51567279,18.04,3.31
E00621,2023,41400000,2809815,13904494,58114309,23.93,12.7
E00621,2024,8806452,512205,0,9318657,0.0,-22.99
E00622,2020,105300000,8149004,25319795,138768799,18.25,0.0
E00622,2021,108800010,4895868,36042326,149738204,24.07,8.2
E00622,2022,121800000,3877149,29957110,155634259,19.25,3.94
E00622,2023,124200000,2516377,42396806,169113183,25.07,8.66
E00622,2024,22423388,400000,0,22823388,0.0,-24.22
E00623,2020,51900012,3757094,10617690,66274796,16.02,0.0
E00623,2021,55500012,2941472,13808016,72249500,19.11,9.31
E00623,2022,36641938,700000,0,37341938,0.0,-13.06
E00624,2020,22466676,800000,5289255,28555931,18.52,0.0
E00624,2021,35600004,1200000,10529214,47329218,22.25,11.71
E00624,2022,38200008,2228165,18542650,58970823,31.44,24.6
E00624,2023,43200000,3161350,19692458,66053808,29.81,12.01
E00624,2024,46400004,3441613,14342612,64184229,22.35,-3.1
E00624,2025,49200000,3498612,9896912,62595524,15.81,-2.21
E00624,2026,8833334,476079,0,9309413,0.0,69.64
E00625,2020,34700004,3454811,7227172,45381987,15.93,0.0
E00625,2021,37000008,2399258,12612844,52012110,24.25,14.92
E00625,2022,37900008,2044010,16350350,56294368,29.04,8.23
E00625,2023,41700000,2932070,22218690,66850760,33.24,18.75
E00625,2024,44700000,4441186,13731086,62872272,21.84,-6.21
E00625,2025,47100000,5092117,9470397,61662514,15.36,-1.66
E00625,2026,8733334,458504,0,9191838,0.0,70.03
E00626,2021,19300005,600000,9384088,29284093,32.05,0.0
E00626,2022,40900008,1965258,13855870,56721136,24.43,6.66
E00626,2023,42800004,3273359,18008282,64081645,28.1,12.98
E00626,2024,45200004,3213292,11316978,59730274,18.95,-7.05
E00626,2025,45600000,2520911,5046594,53167505,9.49,-10.74
E00626,2026,2831721,0,0,2831721,0.0,-15.48
E00627,2020,23100003,2278304,4284961,29663268,14.45,0.0
E00627,2021,47700000,3330877,13218702,64249579,20.57,22.24
